ID	User	FollowersCount	Tweet	CreatedAt	RetweetCount	Truncated	Language	PossiblySensitive	IsLocationAvailable	Retweeted	ScreenNameResponse	UserIDResponse	FriendsCount	ListedCount	UserFavouritesCount	StatusesCount	UserLocation	UserCreatedAt	UserActiveDays	FavoriteCount	EntitiesUrls	EntitiesUrlsCount	EntitiesHashtags	EntitiesHashtagsCount	EntitiesMentions	EntitiesMentionsCount	EntitiesMentionIds	InReplyToScreenName	Source	UserProfileImage	NumCharacters	NumWords	RetweetedUser	RetweetedUserScreenNameResponse	RetweetedUserFollowersCount	RetweetedUserListedCount	RetweetedUserStatusesCount	RetweetedUserLocation	RetweetedUserCreatedAt	Indegree	Label
592648960969433088	Yogendra Singh	67	RT @thekiranbedi: Very determined,concerned,generous,humane leadership effectively deploying resources in Nepal. Thank U @PMOIndia for lead…	27-4-2015 11:18:17	314	False	en	False	False	True	yogendra_11	1004367780	236	7	3937	7136	Gurgaon, India	11-12-2012 16:33:30	866	0	Null	0	Null	0	thekiranbedi,PMOIndia	2	68977380,471741741	Null	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	Null	140	15	Kiran Bedi	thekiranbedi	12115131	6109	32191	India	26-8-2009 13:32:38	not_related_or_irrelevant
592590231519555584	Manus Cranny	9539	Nepal’s Slowing Economy Set for Freefall Without World’s Help http://t.co/KSzIMVHGQf via @business	27-4-2015 07:24:55	2	False	en	False	False	False	ManusCranny	454015086	1175	249	3514	14641	Dubai 	3-1-2012 14:45:07	1209	0	http://t.co/KSzIMVHGQf	1	Null	0	business	1	34713362	Null	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Null	98	12	Null	Null	Null	Null	Null	Null	Null	other_useful_information
592390506690150403	라이바 🇵🇰	438	My heart goes out to all the people effected by the earthquake in Nepal.It was literally awful😞😔	26-4-2015 18:11:17	0	False	en	False	False	False	namjoonlm_	2758321663	643	4	2342	4872	Null	23-8-2014 09:35:38	246	0	Null	0	Null	0	Null	0	Null	Null	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	Null	98	17	Null	Null	Null	Null	Null	Null	Null	sympathy_and_emotional_support
593164229789806593	dadlani	216	RT @beatricemartini: #Nepalearthquake emergency: why digital #humanitarian response matters &amp; how you can help. Feat. @humdata http://t.co/…	28-4-2015 21:25:47	3	False	en	False	False	True	dadlani	18641106	938	20	1126	22620	Berlin, Germany	5-1-2009 19:03:19	2304	0	Null	0	Nepalearthquake,humanitarian	2	beatricemartini,humdata	2	33327415,1960908852	Null	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Null	144	17	Beatrice Martini	beatricemartini	4297	318	28197	Berlin	19-4-2009 22:21:42	donation_needs_or_offers_or_volunteering_services
592695939619520513	Bisauti	2453	RT @BritishRedCross: Aftershocks from #NepalQuake means that people are still sleeping outdoors. Rain is predicted for the next three days …	27-4-2015 14:24:58	26	False	en	False	False	True	bidush	70059530	184	46	735	3801	Kathmandu, Nepal	30-8-2009 05:37:09	2066	0	Null	0	NepalQuake	1	BritishRedCross	1	7400692	Null	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	Null	140	21	British Red Cross	BritishRedCross	245729	2330	30520	UK	11-7-2007 12:49:55	infrastructure_and_utilities_damage
592329933268996096	Modified🌷Vikram p🌊	1709	RT @MrsGandhi: Word!! "@heisenjit: Ramdev in Nepal helping people. That's more of quality work than the people talking ill about him most o…	26-4-2015 14:10:35	80	False	en	False	False	True	vikrampatil0	960215304	2703	17	37397	21801	 maharastra	20-11-2012 10:25:14	887	0	Null	0	Null	0	MrsGandhi,heisenjit	2	85657578,61427184	Null	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	Null	140	23	Priti Gandhi	MrsGandhi	387122	727	86616	Maharashtra, India	27-10-2009 20:43:25	donation_needs_or_offers_or_volunteering_services
592867848080465924	Miss Morgan	62	Let's remember to keep Nepal in our prayers as well http://t.co/iXtH9VaVuu	28-4-2015 01:48:04	0	False	en	False	False	False	missmerg	27238249	47	8	8235	10028	Maryland, USA	28-3-2009 14:40:18	2221	0	http://t.co/iXtH9VaVuu	1	Null	0	Null	0	Null	Null	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Null	74	11	Null	Null	Null	Null	Null	Null	Null	sympathy_and_emotional_support
592655359115952128	U.S. Embassy Nepal	397887	@pinedaj87 Write to: NepalEmergencyUSC@state.gov  for questions on U.S. citizens affected #NepalQuake. Or call: 18884074747 or +12025014444	27-4-2015 11:43:43	0	False	en	False	False	False	USEmbassyNepal	58743813	970	685	16131	17994	Kathmandu, Nepal	21-7-2009 08:33:53	2106	0	Null	0	NepalQuake	1	Null	0	Null	Null	<a href="http://www.hootsuite.com" rel="nofollow">Hootsuite</a>	Null	139	17	Null	Null	Null	Null	Null	Null	Null	other_useful_information
592137589601267713	Babul Films	790	Learn about #Mountain #Ecosystems #EarthQuake #Nepal 1Miin 42 Sec http://t.co/1LiJ7qg3QB	26-4-2015 01:26:17	0	False	en	False	False	False	BabulFilms	483707029	3528	80	2409	8039	Hyderabad, Telangana, India.	5-2-2012 09:28:14	1175	0	http://t.co/1LiJ7qg3QB	1	Mountain,Ecosystems,EarthQuake,Nepal	4	Null	0	Null	Null	<a href="http://www.facebook.com/twitter" rel="nofollow">Facebook</a>	Null	88	10	Null	Null	Null	Null	Null	Null	Null	other_useful_information
591921491442278400	Noti-Saurio	7054	@AnnyAwesome Video by Mountaineer Arjun Vajpai shows "Landslide" in Mount Everest after 7.9 Nepal Earthquake https://t.co/JS8h2k8iAT RT!	25-4-2015 11:07:35	0	False	en	False	False	False	NotiSaurio	294330906	110	36	0	79683	Worldwide	6-5-2011 23:27:56	1449	0	https://t.co/JS8h2k8iAT	1	Null	0	AnnyAwesome	1	21955155	AnnyAwesome	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Null	136	17	Null	Null	Null	Null	Null	Null	Null	other_useful_information
