ID	User	FollowersCount	Tweet	CreatedAt	RetweetCount	Truncated	Language	PossiblySensitive	IsLocationAvailable	Retweeted	ScreenNameResponse	UserIDResponse	FriendsCount	ListedCount	UserFavouritesCount	StatusesCount	UserLocation	UserCreatedAt	UserActiveDays	FavoriteCount	EntitiesUrls	EntitiesUrlsCount	EntitiesHashtags	EntitiesHashtagsCount	EntitiesMentions	EntitiesMentionsCount	EntitiesMentionIds	InReplyToScreenName	Source	UserProfileImage	NumCharacters	NumWords	RetweetedUser	RetweetedUserScreenNameResponse	RetweetedUserFollowersCount	RetweetedUserListedCount	RetweetedUserStatusesCount	RetweetedUserLocation	RetweetedUserCreatedAt	Indegree	Label
541574216240209922	RescuePH	10212	8:35 PM - Light to moderate rains affecting Panay Island, Guimaras, and nearby areas which may persist for 1-2 hours. #RubyPH	7-12-2014 12:45:29	1	False	en	False	False	False	RescuePH	742145928	200	137	121	3030	Philippines	7-8-2012 04:33:26	852	1	Null	0	RubyPH	1	Null	0	Null	Null	<a href="https://about.twitter.com/products/tweetdeck" rel="nofollow">TweetDeck</a>	Null	125	21	Null	Null	Null	Null	Null	Null	Null	other_useful_information
542162379803328513	Avierra	4127	RT @signofthecruz: As for Noli, who only wished half of Hagupit on others, I am declaring him half-heartedly persona non grata. http://t.co…	9-12-2014 03:42:38	5	False	en	False	False	True	avierrafrances	1356192426	277	29	144716	96372	Null	16-4-2013 06:36:10	601	0	Null	0	Null	0	signofthecruz	1	450665402	Null	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Null	140	22	lorenzo cruz	signofthecruz	150	0	6419		30-12-2011 14:21:14	not_related_or_irrelevant
541562943847272449	Johan Dogbert	22	RT @rapplerdotcom: #RubyPH cuts power lines in Southern Luzon, Visayas http://t.co/skw4dRHtXZ http://t.co/JkNTsWUH6v	7-12-2014 12:00:42	18	False	en	False	False	True	johandogbert	1725911096	98	1	3594	2899	Null	3-9-2013 15:51:49	459	0	http://t.co/skw4dRHtXZ	1	RubyPH	1	rapplerdotcom	1	330826792	Null	<a href="http://blackberry.com/twitter" rel="nofollow">Twitter for BlackBerry®</a>	Null	116	12	Rappler	rapplerdotcom	3145682	4190	617682	Philippines	7-7-2011 06:34:10	infrastructure_and_utilities_damage
541506483750309888	Nili Majumder	28290	RT @WFP_Asia: .@WFP_Philippines staff have been deployed to areas projected to be affected by Typhoon #Hagupit #RubyPH http://t.co/5AQUKjBe…	7-12-2014 08:16:21	66	False	en	False	False	True	NiliMajumder	389548615	4489	2795	544540	852495	Null	12-10-2011 16:17:31	1151	0	Null	0	Hagupit,RubyPH	2	WFP_Philippines	1	78527268	Null	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Null	140	18	@WFPAsiaPacific	WFPAsiaPacific	9603	287	7815	Bangkok, Thailand	21-6-2011 04:25:43	donation_needs_or_offers_or_volunteering_services
541799684054872064	🌻❤️	3053	No class today please Pray for us here in the philippines because of typhoon😭 @emmykinney @mcbridemelissa @wwwbigbaldhead @WalkingDead_AMC	8-12-2014 03:41:25	0	False	en	False	False	False	Jhen5SOS	273413240	46	7	27349	38015	March 28 2011	28-3-2011 13:00:50	1350	0	Null	0	Null	0	emmykinney,mcbridemelissa,wwwbigbaldhead,WalkingDead_AMC	4	228184292,328049243,25460615,65184105	Null	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	Null	139	18	Null	Null	Null	Null	Null	Null	Null	sympathy_and_emotional_support
541219797929693184	zizyxewoni	30	Typhoon's effects felt in Philippines; 600K flee: MANILA, Philippines (AP) ? Powerful Typhoon Hagupit started lashing the eastern Phi...	6-12-2014 13:17:09	0	False	en	False	False	False	zizyxewoni	1667574200	0	27	0	100018	Coventry	13-8-2013 11:35:36	480	0	Null	0	Null	0	Null	0	Null	Null	<a href="http://twitterfeed.com" rel="nofollow">twitterfeed</a>	Null	136	19	Null	Null	Null	Null	Null	Null	Null	displaced_people_and_evacuations
541472668374286336	Mthimkhulu	7435	#TopNews: Relief as Typhoon Hagupit spares Tacloban, passes north - CNN http://t.co/xoq4oPsmmV	7-12-2014 06:01:58	0	False	en	False	False	False	NeoMotloung_	171522863	6699	110	10059	123190	Villiers | Johannesburg	27-7-2010 15:03:10	1593	0	http://t.co/xoq4oPsmmV	1	TopNews	1	Null	0	Null	Null	<a href="http://www.hootsuite.com" rel="nofollow">Hootsuite</a>	Null	94	12	Null	Null	Null	Null	Null	Null	Null	other_useful_information
540709892894371840	aiza taneza	8	&lt;3&lt;3&lt;3 keep safe everyone.. #RubyPH	5-12-2014 03:30:59	0	False	en	False	False	False	AizaTaneza	2636177978	247	0	13	39	Null	13-7-2014 11:13:28	144	0	Null	0	RubyPH	1	Null	0	Null	Null	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Null	44	4	Null	Null	Null	Null	Null	Null	Null	other_useful_information
541891268532400128	Viseversa	98	Call these institutions in case of emergencies! #RubyPH http://t.co/8kSRX8R0DX	8-12-2014 09:45:20	0	False	en	False	False	False	ViseversaPH	199599713	2	4	49	1740	Null	7-10-2010 08:32:34	1523	0	Null	0	RubyPH	1	Null	0	Null	Null	<a href="http://twitter.com/#!/download/ipad" rel="nofollow">Twitter for iPad</a>	Null	78	9	Null	Null	Null	Null	Null	Null	Null	donation_needs_or_offers_or_volunteering_services
541363668789624833	Jim Ayson	5572	RT @Chinkai: Tacloban in the light of day surviving Typhoon #RubyPH. Strong winds here still at 6am. Military patrol the street. http://t.c…	6-12-2014 22:48:51	1	False	en	False	False	True	JimAyson	78733	3754	280	1110	54218	Makati, Philippines	19-12-2006 00:13:07	2909	0	Null	0	RubyPH	1	Chinkai	1	35433873	Null	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Null	140	22	Christie Bacal-Mayencourt	Chinkai	722	28	17633	Geneva, Switzerland	26-4-2009 08:53:59	other_useful_information
543083316136935424	Philippines Agent	1198	How to provide first aid for fractures http://t.co/42zM1Ft8Mt #philippines	11-12-2014 16:42:07	0	False	en	False	False	False	PhilippinesAgen	2351617982	1648	158	0	193756	Null	19-2-2014 12:32:45	295	0	http://t.co/42zM1Ft8Mt	1	philippines	1	Null	0	Null	Null	<a href="https://ifttt.com" rel="nofollow">IFTTT</a>	Null	74	9	Null	Null	Null	Null	Null	Null	Null	caution_and_advice
541784808225918977	John Kenrick Choy	1156	RT @gmanews: BSP suspends clearing ops, PSE cancels trading ahead of Typhoon #RubyPH http://t.co/xJSLJH85LN	8-12-2014 02:42:18	12	False	en	False	False	True	KeniticChoy	492300217	16	1547	4690	632251	Null	14-2-2012 15:25:57	1027	0	http://t.co/xJSLJH85LN	1	RubyPH	1	gmanews	1	39453212	Null	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	Null	107	14	GMA News	gmanews	5472985	8921	641098	Philippines	12-5-2009 07:14:09	other_useful_information
540867432030543872	หลวย ราสีมา	30	RT @ANCALERTS: JUST IN: Typhoon Ruby weakens, with max. winds now at 195kph, down from 215kph. This is due to Ruby's interaction with the a…	5-12-2014 13:56:59	280	False	en	False	False	True	r99786202	2780844674	216	0	6320	4827	Null	30-8-2014 17:07:02	96	0	Null	0	Null	0	ANCALERTS	1	44728980	Null	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	Null	140	25	ABS-CBN News Channel	ANCALERTS	4804373	7743	675727	Philippines	4-6-2009 21:26:24	other_useful_information
541749805739827201	Noemi L. Dado	25614	Collating information. Does anyone know of relief centers where one can donate ? #RubyPH	8-12-2014 00:23:13	1	False	en	False	False	False	momblogger	3840981	2798	578	3304	241213	Makati City, Philippines	9-4-2007 01:49:03	2799	0	Null	0	RubyPH	1	Null	0	Null	Null	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Null	88	14	Null	Null	Null	Null	Null	Null	Null	donation_needs_or_offers_or_volunteering_services
541911446318112768	v̶e̶n̶a̶ c̶a̶v̶a̶	6095	Please leave the Philippine Area of Responsibility #RubyPH	8-12-2014 11:05:31	0	False	en	False	False	False	_sweetzayn	2472229476	4391	10	110172	26181	bmls	1-5-2014 09:42:48	221	0	Null	0	RubyPH	1	Null	0	Null	Null	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Null	58	8	Null	Null	Null	Null	Null	Null	Null	caution_and_advice
